"IATA","airportID","name","city","country","ICAO","latitude","longitude","altitude","timezone","DST","tzFormat","typeAirport","Source","totalFlights"
"COS",3819,"City of Colorado Springs Municipal Airport","Colorado Springs","United States","KCOS",38.805801391602,-104.70099639893,6187,-7,"A","America/Denver","airport","OurAirports",14
"COT",3844,"Cotulla-La Salle County Airport","Cotulla","United States","KCOT",28.45669937,-99.22029877,474,-6,"A","America/Chicago","airport","OurAirports",\N
"COU",3719,"Columbia Regional Airport","Columbia","United States","KCOU",38.8180999755859,-92.219596862793,889,-6,"A","America/Chicago","airport","OurAirports",4
"COX",5856,"Congo Town Airport","Andros","Bahamas","MYAK",24.158700943,-77.5897979736,15,-5,"U","America/Nassau","airport","OurAirports",\N
"COZ",7301,"Constanza - Expedición 14 de Junio National Airport","Constanza","Dominican Republic","MDCZ",18.907499313354,-70.721900939941,3950,-4,"U","America/Santo_Domingo","airport","OurAirports",\N
"CPA",7429,"Cape Palmas Airport","Greenville","Liberia","GLCP",4.37902021408081,-7.69694995880127,20,0,"U","Africa/Monrovia","airport","OurAirports",\N
"CPB",8234,"Capurganá Airport","Capurgana","Colombia","SKCA",8.63333,-77.35,49,-5,"S","America/Bogota","airport","OurAirports",\N
"CPC",2517,"Aviador C. Campos Airport","San Martin Des Andes","Argentina","SAZY",-40.0754013062,-71.137298584,2569,-3,"N","America/Argentina/Salta","airport","OurAirports",1
"CPD",6253,"Coober Pedy Airport","Coober Pedy","Australia","YCBP",-29.0400009155273,134.720993041992,740,9.5,"O","Australia/Adelaide","airport","OurAirports",1
"CPE",1795,"Ingeniero Alberto Acuña Ongay International Airport","Campeche","Mexico","MMCP",19.8167991638,-90.5002975464,34,-6,"S","America/Mexico_City","airport","OurAirports",2
"CPH",609,"Copenhagen Kastrup Airport","Copenhagen","Denmark","EKCH",55.617900848389,12.656000137329,17,1,"E","Europe/Copenhagen","airport","OurAirports",228
"CPO",4312,"Chamonate Airport","Copiapo","Chile","SCHA",-27.2968997955,-70.4131011963,984,-4,"S","America/Santiago","airport","OurAirports",4
"CPQ",7125,"Amarais Airport","Campinas","Brazil","SDAM",-22.8591995239258,-47.1082000732422,2008,-3,"S","America/Sao_Paulo","airport","OurAirports",\N
"CPR",3872,"Casper-Natrona County International Airport","Casper","United States","KCPR",42.90800095,-106.4639969,5350,-7,"A","America/Denver","airport","OurAirports",3
"CPT",797,"Cape Town International Airport","Cape Town","South Africa","FACT",-33.9648017883,18.6016998291,151,2,"U","Africa/Johannesburg","airport","OurAirports",42
"CPV",2577,"Presidente João Suassuna Airport","Campina Grande","Brazil","SBKG",-7.26991987228394,-35.8964004516602,1646,-3,"S","America/Fortaleza","airport","OurAirports",2
"CPX",6814,"Benjamin Rivera Noriega Airport","Culebra Island","Puerto Rico","TJCP",18.313289,-65.304324,49,-4,"U","America/Puerto_Rico","airport","OurAirports",1
"CQD",6759,"Shahrekord Airport","Shahre Kord","Iran","OIFS",32.2971992493,50.8422012329,6723,3.5,"E","Asia/Tehran","airport","OurAirports",\N
"CQF",1254,"Calais-Dunkerque Airport","Calais","France","LFAC",50.962100982666,1.95475995540619,12,1,"E","Europe/Paris","airport","OurAirports",\N
"CQM",7489,"Ciudad Real Central Airport","Ciudad Real","Spain","LERL",38.8563888889,-3.97,0,1,"U","Europe/Madrid","airport","OurAirports",\N
"CQW",9806,"Cheraw Municipal Airport/Lynch Bellinger Field","Cheraw","United States","KCQW",34.71289825,-79.95700073,239,-5,"A","America/New_York","airport","OurAirports",\N
"CRA",1654,"Craiova Airport","Craiova","Romania","LRCV",44.3180999755859,23.888599395752,626,2,"E","Europe/Bucharest","airport","OurAirports",2
"CRC",6049,"Santa Ana Airport","Cartago","Colombia","SKGO",4.75818,-75.9557,2979,-5,"U","America/Bogota","airport","OurAirports",\N
"CRD",2487,"General E. Mosconi Airport","Comodoro Rivadavia","Argentina","SAVC",-45.7853,-67.4655,189,-3,"N","America/Catamarca","airport","OurAirports",8
"CRE",8604,"Grand Strand Airport","North Myrtle Beach","United States","KCRE",33.8116989136,-78.7238998413,32,-5,"A","America/New_York","airport","OurAirports",\N
"CRG",11826,"Jacksonville Executive at Craig Airport","Jacksonville","United States","KCRG",30.3362998962,-81.5143966675,41,\N,\N,\N,"airport","OurAirports",\N
"CRI",5859,"Colonel Hill Airport","Colonel Hill","Bahamas","MYCI",22.7455997467,-74.1824035645,5,-5,"U","America/Nassau","airport","OurAirports",2
"CRK",4140,"Clark International Airport","Angeles City","Philippines","RPLC",15.1859998703,120.559997559,484,8,"N","Asia/Manila","airport","OurAirports",13
"CRL",304,"Brussels South Charleroi Airport","Charleroi","Belgium","EBCI",50.4592018127,4.45382022858,614,1,"E","Europe/Brussels","airport","OurAirports",84
"CRM",6024,"Catarman National Airport","Catarman","Philippines","RPVF",12.5024003982544,124.636001586914,6,8,"N","Asia/Manila","airport","OurAirports",2
"CRP",3744,"Corpus Christi International Airport","Corpus Christi","United States","KCRP",27.7703990936279,-97.5011978149414,44,-6,"A","America/Chicago","airport","OurAirports",5
"CRQ",2546,"Caravelas Airport","Caravelas","Brazil","SBCV",-17.652299880981,-39.253101348877,36,-3,"S","America/Fortaleza","airport","OurAirports",\N
"CRV",1500,"Crotone Airport","Crotone","Italy","LIBC",38.9972,17.0802,522,1,"E","Europe/Rome","airport","OurAirports",\N
"CRW",4285,"Yeager Airport","Charleston","United States","KCRW",38.3731002807617,-81.5932006835938,981,-5,"A","America/New_York","airport","OurAirports",15
"CRZ",2978,"Turkmenabat Airport","Chardzhou","Turkmenistan","UTAV",39.0833015441895,63.6133003234863,630,5,"U","Asia/Ashgabat","airport","OurAirports",\N
"CSA",7492,"Colonsay Airstrip","Colonsay","United Kingdom","EGEY",56.0574989319,-6.243060112,44,0,"U","Europe/London","airport","OurAirports",\N
"CSB",1653,"Caransebes Airport","Caransebes","Romania","LRCS",45.4199981689453,22.2532997131348,866,2,"E","Europe/Bucharest","airport","OurAirports",\N
"CSC",7343,"Codela Airport","Guapiles","Costa Rica","MRCA",10.4139995575,-85.0916976929,328,-6,"U","America/Costa_Rica","airport","OurAirports",\N
"CSF",1381,"Creil Air Base","Creil","France","LFPC",49.2535018920898,2.51914000511169,291,1,"E","Europe/Paris","airport","OurAirports",\N
"CSG",4255,"Columbus Metropolitan Airport","Columbus","United States","KCSG",32.516300201416,-84.9389038085938,397,-5,"A","America/New_York","airport","OurAirports",3
"CSH",6110,"Solovki Airport","Solovetsky Islands","Russia","ULAS",65.0299987793,35.7333335876,60,3,"N","Europe/Moscow","airport","OurAirports",1
"CSK",1082,"Cap Skirring Airport","Cap Skiring","Senegal","GOGS",12.4102001190186,-16.7460994720459,52,0,"N","Africa/Dakar","airport","OurAirports",1
"CSO",7933,"Cochstedt Airport","Cochstedt","Germany","EDBC",51.8563995361,11.42029953,594,1,"E","Europe/Berlin","airport","OurAirports",\N
"CSV",11827,"Crossville Memorial Whitson Field","Crossville","United States","KCSV",35.9513015747,-85.0849990845,1881,\N,\N,\N,"airport","OurAirports",\N
"CSX",3371,"Changsha Huanghua International Airport","Changcha","China","ZGHA",28.1891994476,113.220001221,217,8,"U","Asia/Shanghai","airport","OurAirports",188
"CSY",6162,"Cheboksary Airport","Cheboksary","Russia","UWKS",56.0903015136719,47.3473014831543,558,3,"N","Europe/Moscow","airport","OurAirports",2
"CTA",1509,"Catania-Fontanarossa Airport","Catania","Italy","LICC",37.466801,15.0664,39,1,"E","Europe/Rome","airport","OurAirports",118
"CTB",3470,"Cut Bank International Airport","Cutbank","United States","KCTB",48.6083984375,-112.375999451,3854,-7,"A","America/Denver","airport","OurAirports",\N
"CTC",2455,"Catamarca Airport","Catamarca","Argentina","SANC",-28.5956001282,-65.751701355,1522,-3,"N","America/Catamarca","airport","OurAirports",1
"CTD",5838,"Alonso Valderrama Airport","Chitré","Panama","MPCE",7.98784017562866,-80.4096984863281,33,-5,"U","America/Panama","airport","OurAirports",\N
"CTG",2714,"Rafael Nuñez International Airport","Cartagena","Colombia","SKCG",10.4424,-75.513,4,-5,"U","America/Bogota","airport","OurAirports",12
"CTH",8772,"Chester County G O Carlson Airport","Coatesville","United States","KMQS",39.97900009,-75.8655014,660,-5,"A","America/New_York","airport","OurAirports",\N
"CTJ",8300,"West Georgia Regional O V Gray Field","Carrollton","United States","KCTJ",33.6310005187988,-85.1520004272461,1161,-5,"A","America/New_York","airport","OurAirports",\N
"CTL",3323,"Charleville Airport","Charlieville","Australia","YBCV",-26.4132995605,146.261993408,1003,10,"O","Australia/Brisbane","airport","OurAirports",4
"CTM",1793,"Chetumal International Airport","Chetumal","Mexico","MMCM",18.5046997070312,-88.3267974853516,39,-5,"S","America/Cancun","airport","OurAirports",1
"CTN",6257,"Cooktown Airport","Cooktown","Australia","YCKN",-15.4447002410889,145.184005737305,26,10,"O","Australia/Brisbane","airport","OurAirports",\N
"CTS",2287,"New Chitose Airport","Sapporo","Japan","RJCC",42.7751998901367,141.692001342773,82,9,"U","Asia/Tokyo","airport","OurAirports",81
"CTT",1357,"Le Castellet Airport","Le Castellet","France","LFMQ",43.252498626709,5.78519010543823,1391,1,"E","Europe/Paris","airport","OurAirports",\N
"CTU",3395,"Chengdu Shuangliu International Airport","Chengdu","China","ZUUU",30.5785007476807,103.946998596191,1625,8,"U","Asia/Shanghai","airport","OurAirports",323
"CTY",8801,"Cross City Airport","Cross City","United States","KCTY",29.6354999542,-83.1047973633,42,-5,"A","America/New_York","airport","OurAirports",\N
"CUA",5835,"Ciudad Constitución Airport","Ciudad Constitución","Mexico","MMDA",25.053800582886,-111.61499786377,213,-7,"S","America/Mazatlan","airport","OurAirports",\N
"CUB",10128,"Jim Hamilton L.B. Owens Airport","Columbia","United States","KCUB",33.970500946,-80.9952011108,193,-4,"A",\N,"airport","OurAirports",\N
"CUC",2713,"Camilo Daza International Airport","Cucuta","Colombia","SKCC",7.92757,-72.5115,1096,-5,"U","America/Bogota","airport","OurAirports",4
"CUE",2671,"Mariscal Lamar Airport","Cuenca","Ecuador","SECU",-2.88947010040283,-78.9843978881836,8306,-5,"U","America/Guayaquil","airport","OurAirports",3
"CUF",1534,"Cuneo International Airport","Cuneo","Italy","LIMZ",44.547001,7.62322,1267,1,"E","Europe/Rome","airport","OurAirports",5
"CUL",1792,"Bachigualato Federal International Airport","Culiacan","Mexico","MMCL",24.7644996643,-107.474998474,108,-7,"S","America/Mazatlan","airport","OurAirports",16
"CUM",2835,"Cumaná (Antonio José de Sucre) Airport","Cumana","Venezuela","SVCU",10.4503326416016,-64.1304702758789,14,-4,"U","America/Caracas","airport","OurAirports",1
"CUN",1852,"Cancún International Airport","Cancun","Mexico","MMUN",21.0365009308,-86.8770980835,22,-5,"S","America/Cancun","airport","OurAirports",154
"CUP",2832,"General Francisco Bermúdez Airport","Carupano","Venezuela","SVCP",10.6600141525269,-63.2616806030273,33,-4,"U","America/Caracas","airport","OurAirports",\N
"CUQ",6260,"Coen Airport","Coen","Australia","YCOE",-13.761133,143.113311,532,10,"O","Australia/Brisbane","airport","OurAirports",2
"CUR",2897,"Hato International Airport","Willemstad","Netherlands Antilles","TNCC",12.1889,-68.959801,29,-4,"U","America/Curacao","airport","OurAirports",32
"CUU",1797,"General Roberto Fierro Villalobos International Airport","Chihuahua","Mexico","MMCU",28.7028999329,-105.964996338,4462,-7,"S","America/Mazatlan","airport","OurAirports",17
"CUZ",2812,"Alejandro Velasco Astete International Airport","Cuzco","Peru","SPZO",-13.5356998444,-71.9387969971,10860,-5,"U","America/Lima","airport","OurAirports",11
"CVC",12016,"Cleve Airport",\N,"Australia","YCEE",-33.7097015380859,136.505004882812,589,\N,\N,\N,"airport","OurAirports",\N
"CVE",11939,"Coveñas Airport","Coveñas","Colombia","SKCV",9.40092,-75.6913,31,\N,\N,\N,"airport","OurAirports",\N
"CVF",6479,"Courchevel Airport","Courcheval","France","LFLJ",45.3967018127441,6.63471984863281,6588,1,"E","Europe/Paris","airport","OurAirports",\N
"CVG",3488,"Cincinnati Northern Kentucky International Airport","Cincinnati","United States","KCVG",39.0488014221,-84.6678009033,896,-5,"A","America/New_York","airport","OurAirports",75
"CVJ",1787,"General Mariano Matamoros Airport","Cuernavaca","Mexico","MMCB",18.8348007202148,-99.2612991333008,4277,-6,"S","America/Mexico_City","airport","OurAirports",\N
"CVM",1798,"General Pedro Jose Mendez International Airport","Ciudad Victoria","Mexico","MMCV",23.7033004761,-98.9564971924,761,-6,"S","America/Mexico_City","airport","OurAirports",2
"CVN",4223,"Clovis Municipal Airport","Clovis","United States","KCVN",34.4250984192,-103.07900238,4216,-7,"A","America/Denver","airport","OurAirports",\N
"CVO",9488,"Corvallis Municipal Airport","Corvallis","United States","KCVO",44.49720001,-123.2900009,250,-8,"A","America/Los_Angeles","airport","OurAirports",\N
"CVQ",6251,"Carnarvon Airport","Carnarvon","Australia","YCAR",-24.880211,113.67174,13,8,"O","Australia/Perth","airport","OurAirports",\N
"CVS",3834,"Cannon Air Force Base","Clovis","United States","KCVS",34.3828010559,-103.321998596,4295,-7,"A","America/Denver","airport","OurAirports",\N
"CVT",470,"Coventry Airport","Coventry","United Kingdom","EGBE",52.3697013855,-1.47971999645,267,0,"E","Europe/London","airport","OurAirports",\N
"CVU",5793,"Corvo Airport","Corvo","Portugal","LPCR",39.671501159668,-31.1135997772217,0,-1,"E","Atlantic/Azores","airport","OurAirports",2
"CVX",8162,"Charlevoix Municipal Airport","Charelvoix","United States","KCVX",45.3047981262207,-85.2748031616211,669,-5,"A","America/New_York","airport","OurAirports",\N
"CWA",4045,"Central Wisconsin Airport","Wassau","United States","KCWA",44.7775993347,-89.6668014526,1277,-6,"A","America/Chicago","airport","OurAirports",5
"CWB",2545,"Afonso Pena Airport","Curitiba","Brazil","SBCT",-25.5284996033,-49.1758003235,2988,-3,"S","America/Sao_Paulo","airport","OurAirports",43
"CWC",6107,"Chernivtsi International Airport","Chernovtsk","Ukraine","UKLN",48.2593002319336,25.9808006286621,826,2,"E","Europe/Kiev","airport","OurAirports",\N
"CWI",8655,"Clinton Municipal Airport","Clinton","United States","KCWI",41.8311004639,-90.3291015625,708,-6,"A","America/Chicago","airport","OurAirports",\N
"CWL",488,"Cardiff International Airport","Cardiff","United Kingdom","EGFF",51.3967018127441,-3.34332990646362,220,0,"E","Europe/London","airport","OurAirports",31
"CWT",9533,"Cowra Airport","Chatsworth","United States","YCWR",-33.8446998596191,148.649002075195,966,10,"A","Australia/Sydney","airport","OurAirports",\N
"CWW",12017,"Corowa Airport",\N,"Australia","YCOR",-35.994701385498,146.356994628906,469,\N,\N,\N,"airport","OurAirports",\N
"CXB",3068,"Cox's Bazar Airport","Cox's Bazar","Bangladesh","VGCB",21.4521999359131,91.9638977050781,12,6,"U","Asia/Dhaka","airport","OurAirports",3
"CXH",5500,"Vancouver Harbour Water Aerodrome","Vancouver","Canada","CYHC",49.2943992615,-123.111000061,0,-8,"A","America/Vancouver","airport","OurAirports",1
"CXI",2252,"Cassidy International Airport","Kiritimati","Kiribati","PLCH",1.98616003990173,-157.350006103516,5,-12,"U",\N,"airport","OurAirports",4
"CXJ",2547,"Hugo Cantergiani Regional Airport","Caxias Do Sul","Brazil","SBCX",-29.1970996857,-51.1875,2472,-3,"S","America/Sao_Paulo","airport","OurAirports",3
"CXL",3709,"Calexico International Airport","Calexico","United States","KCXL",32.6694984436,-115.513000488,4,-8,"A","America/Los_Angeles","airport","OurAirports",\N
"CXO",3619,"Lone Star Executive Airport","Conroe","United States","KCXO",30.3518009186,-95.4144973755,245,-6,"A","America/Chicago","airport","OurAirports",\N
"CXP",3899,"Tunggul Wulung Airport","Cilacap","Indonesia","WIHL",-7.64506006241,109.033996582,69,7,"N","Asia/Jakarta","airport","OurAirports",\N
"CXR",6189,"Cam Ranh Airport","Nha Trang","Vietnam","VVCR",11.9982004165649,109.21900177002,40,7,"U","Asia/Saigon","airport","OurAirports",7
"CXY",8284,"Capital City Airport","Harrisburg","United States","KCXY",40.2170982361,-76.8515014648,347,-5,"A","America/New_York","airport","OurAirports",\N
"CYB",1925,"Gerrard Smith International Airport","Cayman Brac","Cayman Islands","MWCB",19.6870002746582,-79.8827972412109,8,-5,"N","America/Cayman","airport","OurAirports",3
"CYF",6960,"Chefornak Airport","Chefornak","United States","PACK",60.1492004395,-164.285995483,40,-9,"A","America/Anchorage","airport","OurAirports",3
"CYG",12018,"Corryong Airport",\N,"Australia","YCRG",-36.1828002929688,147.888000488281,963,\N,\N,\N,"airport","OurAirports",\N
"CYI",2265,"Chiayi Airport","Chiayi","Taiwan","RCKU",23.461799621582,120.392997741699,85,8,"U","Asia/Taipei","airport","OurAirports",\N
"CYO",1903,"Vilo Acuña International Airport","Cayo Largo del Sur","Cuba","MUCL",21.6165008545,-81.5459976196,10,-5,"U","America/Havana","airport","OurAirports",2
"CYP",6023,"Calbayog Airport","Calbayog City","Philippines","RPVC",12.072699546814,124.544998168945,12,8,"N","Asia/Manila","airport","OurAirports",1
"CYR",7123,"Laguna de Los Patos International Airport","Colonia","Uruguay","SUCA",-34.456401824951,-57.770599365234,66,-3,"U","America/Montevideo","airport","OurAirports",\N
"CYS",3804,"Cheyenne Regional Jerry Olson Field","Cheyenne","United States","KCYS",41.15570068,-104.8119965,6159,-7,"A","America/Denver","airport","OurAirports",6
"CYT",7198,"Yakataga Airport","Yakataga","United States","PACY",60.0820007324,-142.492996216,12,-9,"A","America/Anchorage","airport","OurAirports",\N
"CYU",6010,"Cuyo Airport","Cuyo","Philippines","RPLO",10.858099937439,121.069000244141,0,8,"N","Asia/Manila","airport","OurAirports",\N
"CYW",5834,"Captain Rogelio Castillo National Airport","Celaya","Mexico","MMCY",20.546,-100.887001,5709,-6,"S","America/Mexico_City","airport","OurAirports",\N
"CYX",6094,"Cherskiy Airport","Cherskiy","Russia","UESS",68.7406005859375,161.337997436523,20,11,"N","Asia/Srednekolymsk","airport","OurAirports",2
"CYZ",6733,"Cauayan Airport","Cauayan","Philippines","RPUY",16.9298992157,121.752998352,200,8,"N","Asia/Manila","airport","OurAirports",1
"CZA",10114,"Chichen Itza International Airport","Chichen Itza","Mexico","MMCT",20.6413002014,-88.4461975098,102,-6,"S","America/Mexico_City","airport","OurAirports",\N
"CZE",2833,"José Leonardo Chirinos Airport","Coro","Venezuela","SVCR",11.4149436950684,-69.6809005737305,52,-4,"U","America/Caracas","airport","OurAirports",1
"CZF",3424,"Cape Romanzof LRRS Airport","Cape Romanzof","United States","PACZ",61.78030014,-166.0390015,464,-9,"A","America/Anchorage","airport","OurAirports",\N
"CZG",9419,"Tri Cities Airport","Endicott","United States","KCZG",42.078499,-76.096296,833,-5,"A","America/New_York","airport","OurAirports",\N
"CZL",221,"Mohamed Boudiaf International Airport","Constantine","Algeria","DABC",36.2760009765625,6.62038993835449,2265,1,"N","Africa/Algiers","airport","OurAirports",16
"CZM",1800,"Cozumel International Airport","Cozumel","Mexico","MMCZ",20.5223999023438,-86.9255981445312,15,-5,"S","America/Cancun","airport","OurAirports",16
"CZS",2549,"Cruzeiro do Sul Airport","Cruzeiro do Sul","Brazil","SBCZ",-7.59990978241,-72.7695007324,637,-5,"S","America/Rio_Branco","airport","OurAirports",1
"CZU",2717,"Las Brujas Airport","Corozal","Colombia","SKCZ",9.33274,-75.2856,528,-5,"U","America/Bogota","airport","OurAirports",2
"CZX",4109,"Changzhou Benniu Airport","Changzhou","China","ZSCG",31.919701,119.778999,0,8,"U","Asia/Shanghai","airport","OurAirports",37
"DAA",11828,"Davison Army Air Field","Fort Belvoir","United States","KDAA",38.7150001526,-77.1809997559,73,\N,\N,\N,"airport","OurAirports",\N
"DAB",3950,"Daytona Beach International Airport","Daytona Beach","United States","KDAB",29.179899,-81.058098,34,-5,"A","America/New_York","airport","OurAirports",5
"DAC",3076,"Dhaka / Hazrat Shahjalal International Airport","Dhaka","Bangladesh","VGZR",23.843347,90.397783,30,6,"U","Asia/Dhaka","airport","OurAirports",74
"DAD",3196,"Da Nang International Airport","Danang","Vietnam","VVDN",16.0438995361328,108.198997497559,33,7,"U","Asia/Saigon","airport","OurAirports",33
"DAG",11829,"Barstow Daggett Airport","Daggett","United States","KDAG",34.85369873,-116.7870026,1930,\N,\N,\N,"airport","OurAirports",\N
"DAL",3502,"Dallas Love Field","Dallas","United States","KDAL",32.8470993041992,-96.8517990112305,487,-6,"A","America/Chicago","airport","OurAirports",36
"DAM",2236,"Damascus International Airport","Damascus","Syria","OSDI",33.4114990234375,36.5155982971191,2020,2,"E","Asia/Damascus","airport","OurAirports",\N
"DAN",9799,"Danville Regional Airport","Danville","United States","KDAN",36.5728988647461,-79.3360977172852,571,-5,"A","America/New_York","airport","OurAirports",\N
"DAR",1177,"Julius Nyerere International Airport","Dar Es Salaam","Tanzania","HTDA",-6.87810993195,39.2025985718,182,3,"U","Africa/Dar_es_Salaam","airport","OurAirports",32
"DAT",6344,"Datong Airport","Datong","China","ZBDT",40.060299,113.482002,3442,8,"U","Asia/Shanghai","airport","OurAirports",11
"DAU",5421,"Daru Airport","Daru","Papua New Guinea","AYDU",-9.08675956726,143.207992554,20,10,"U","Pacific/Port_Moresby","airport","OurAirports",4
"DAV",1867,"Enrique Malek International Airport","David","Panama","MPDA",8.39099979400635,-82.4349975585938,89,-5,"U","America/Panama","airport","OurAirports",2
"DAW",9396,"Skyhaven Airport","Rochester","United States","KDAW",43.2840995788574,-70.9292984008789,322,-5,"A","America/New_York","airport","OurAirports",\N
"DAX",6397,"Dachuan Airport","Dazhou","China","ZUDX",31.1302,107.4295,0,8,"U","Asia/Shanghai","airport","OurAirports",9
"DAY",3627,"James M Cox Dayton International Airport","Dayton","United States","KDAY",39.902400970459,-84.2193984985352,1009,-5,"A","America/New_York","airport","OurAirports",32
"DBA",5941,"Dalbandin Airport","Dalbandin","Pakistan","OPDB",28.8782997131,64.3998031616,2800,5,"N","Asia/Karachi","airport","OurAirports",1
"DBB",7856,"El Alamein International Airport","Dabaa City","Egypt","HEAL",30.9244995117188,28.4613990783691,143,2,"N","Africa/Cairo","airport","OurAirports",\N
"DBD",3045,"Dhanbad Airport","Dhanbad","India","VEDB",23.8339996337891,86.4253005981445,847,5.5,"N","Asia/Calcutta","airport","OurAirports",\N
"DBM",7419,"Debra Marcos Airport","Debre Marqos","Ethiopia","HADM",10.3500003814697,37.7169990539551,8136,3,"U","Africa/Addis_Ababa","airport","OurAirports",\N
"DBN",9450,"W H 'Bud' Barron Airport","Dublin","United States","KDBN",32.56439972,-82.98529816,309,-5,"A","America/New_York","airport","OurAirports",\N
"DBO",3358,"Dubbo City Regional Airport","Dubbo","Australia","YSDU",-32.2167015076,148.574996948,935,10,"O","Australia/Sydney","airport","OurAirports",3
"DBQ",4388,"Dubuque Regional Airport","Dubuque IA","United States","KDBQ",42.40200043,-90.70950317,1077,-6,"A","America/Chicago","airport","OurAirports",2
"DBT",7420,"Debre Tabor Airport","Debre Tabor","Ethiopia","HADT",11.9670000076294,38,8490,3,"U","Africa/Addis_Ababa","airport","OurAirports",\N
"DBV",1200,"Dubrovnik Airport","Dubrovnik","Croatia","LDDU",42.5614013671875,18.2681999206543,527,1,"E","Europe/Zagreb","airport","OurAirports",61
"DCA",3520,"Ronald Reagan Washington National Airport","Washington","United States","KDCA",38.8521,-77.037697,15,-5,"A","America/New_York","airport","OurAirports",192
"DCF",2876,"Canefield Airport","Canefield","Dominica","TDCF",15.3367004394531,-61.3922004699707,13,-4,"U","America/Dominica","airport","OurAirports",\N
"DCI",1518,"Decimomannu Air Base","Decimomannu","Italy","LIED",39.354198,8.97248,100,1,"E","Europe/Rome","airport","OurAirports",\N
"DCM",1285,"Castres-Mazamet Airport","Castres","France","LFCK",43.5563011169434,2.2891800403595,788,1,"E","Europe/Paris","airport","OurAirports",3
"DCN",9905,"RAAF Base Curtin","Derby","Australia","YCIN",-17.5813999176,123.82800293,300,8,"N",\N,"airport","OurAirports",2
"DDC",5733,"Dodge City Regional Airport","Dodge City","United States","KDDC",37.7634010314941,-99.9655990600586,2594,-6,"A","America/Chicago","airport","OurAirports",4
"DEA",5942,"Dera Ghazi Khan Airport","Dera Ghazi Khan","Pakistan","OPDG",29.9610004425049,70.4859008789062,492,5,"N","Asia/Karachi","airport","OurAirports",3
"DEB",1490,"Debrecen International Airport","Debrecen","Hungary","LHDC",47.488899230957,21.6152992248535,359,1,"E","Europe/Budapest","airport","OurAirports",2
"DEC",4042,"Decatur Airport","Decatur","United States","KDEC",39.8345985412598,-88.8656997680664,682,-6,"A","America/Chicago","airport","OurAirports",2
"DED",3092,"Dehradun Airport","Dehra Dun","India","VIDN",30.189699173,78.1802978516,1831,5.5,"N","Asia/Calcutta","airport","OurAirports",5
"DEE",8782,"Cooma Hospital Helipad","Yuzhno-Kurilsk","Russia","YXCM",-36.242155,149.130147,2656,10,"N","Australia/Sydney","airport","OurAirports",1
"DEL",3093,"Indira Gandhi International Airport","Delhi","India","VIDP",28.566499710083,77.1031036376953,777,5.5,"N","Asia/Calcutta","airport","OurAirports",263
"DEM",5679,"Dembidollo Airport","Dembidollo","Ethiopia","HADD",8.55399990081787,34.8580017089844,5200,3,"U","Africa/Addis_Ababa","airport","OurAirports",\N
"DEN",3751,"Denver International Airport","Denver","United States","KDEN",39.861698150635,-104.672996521,5431,-7,"A","America/Denver","airport","OurAirports",374
"DES",992,"Desroches Airport","Desroches","Seychelles","FSDR",-5.6967,53.6558,10,4,"U","Indian/Mahe","airport","OurAirports",\N
"DET",3737,"Coleman A. Young Municipal Airport","Detroit","United States","KDET",42.40919876,-83.00990295,626,-5,"A","America/New_York","airport","OurAirports",\N
"DEZ",2237,"Deir ez-Zor Airport","Deire Zor","Syria","OSDZ",35.285400390625,40.1759986877441,700,2,"E","Asia/Damascus","airport","OurAirports",\N
"DFW",3670,"Dallas Fort Worth International Airport","Dallas-Fort Worth","United States","KDFW",32.896800994873,-97.0380020141602,607,-6,"A","America/Chicago","airport","OurAirports",467
"DGE",6808,"Mudgee Airport","Mudgee","Australia","YMDG",-32.5625,149.610992432,1545,10,"O","Australia/Sydney","airport","OurAirports",\N
"DGL",7588,"Douglas Municipal Airport","Douglas","United States","KDGL",31.3425998688,-109.505996704,4173,-7,"N","America/Phoenix","airport","OurAirports",\N
"DGO",1801,"General Guadalupe Victoria International Airport","Durango","Mexico","MMDO",24.1242008209,-104.527999878,6104,-6,"S","America/Mexico_City","airport","OurAirports",5
"DGP",11799,"Daugavpils Intrenational Airport","Daugavpils","Latvia","EVDA",55.9447212219,26.6650009155,398,\N,\N,\N,"airport","OurAirports",\N
"DGT",2425,"Sibulan Airport","Dumaguete","Philippines","RPVD",9.3337097168,123.300003052,15,8,"N","Asia/Manila","airport","OurAirports",4
"DHA",2065,"King Abdulaziz Air Base","Dhahran","Saudi Arabia","OEDR",26.2653999329,50.1520004272,84,3,"U","Asia/Riyadh","airport","OurAirports",\N
"DHI",4188,"Dhangarhi Airport","Dhangarhi","Nepal","VNDH",28.7532997131348,80.581901550293,690,5.75,"N","Asia/Katmandu","airport","OurAirports",1
"DHM",6760,"Kangra Airport","Kangra","India","VIGG",32.1651000976562,76.2633972167969,2525,5.5,"N","Asia/Calcutta","airport","OurAirports",2
"DHN",3739,"Dothan Regional Airport","Dothan","United States","KDHN",31.3213005065918,-85.4496002197266,401,-6,"A","America/Chicago","airport","OurAirports",3
"DHR",588,"De Kooy Airport","De Kooy","Netherlands","EHKD",52.9234008789062,4.78062009811401,3,1,"E","Europe/Amsterdam","airport","OurAirports",\N
"DHT",3482,"Dalhart Municipal Airport","Dalhart","United States","KDHT",36.0225982666,-102.54699707,3991,-6,"A","America/Chicago","airport","OurAirports",\N
